carat,y,cut,color,clarity
1.08,6.69,2,3,4
1.01,6.41,3,3,2
0.7,5.66,3,4,5
0.76,5.85,2,3,7
1.39,7.27,2,4,1
0.73,5.84,2,4,3
0.91,6.1,6,3,6
0.8,5.98,2,2,6
0.33,4.47,1,2,3
0.31,4.34,2,4,5
0.38,4.67,2,2,3
2.43,8.61,2,6,7
0.41,4.79,2,7,2
0.53,5.31,3,2,5
0.28,4.21,3,2,2
2.02,8.03,2,3,7
1.01,6.48,3,3,5
1.01,6.11,5,2,6
1.03,6.46,1,2,5
1.02,6.41,2,4,5
0.41,4.63,5,5,6
0.72,5.78,3,1,6
2.36,8.55,2,7,4
1.19,7.0,3,1,2
0.41,4.79,2,7,4
1.01,6.49,2,1,3
0.31,4.31,6,5,2
0.82,5.97,2,2,7
0.32,4.42,2,3,5
0.32,4.37,2,6,5
0.41,4.71,2,4,5
0.86,5.97,5,4,5
0.42,4.85,2,3,2
1.0,6.35,1,3,7
0.32,4.35,1,4,4
0.44,4.9,1,4,6
2.32,8.54,2,4,7
0.51,5.22,3,1,6
0.24,3.98,3,2,3
1.51,7.24,1,2,7
0.37,4.55,1,5,6
0.9,6.11,1,4,5
1.5,7.38,6,7,5
0.26,4.11,3,2,3
0.41,4.73,1,1,7
0.24,4.05,3,3,6
0.36,4.57,1,2,4
0.33,4.43,1,1,7
0.33,4.46,3,4,7
1.55,7.49,2,4,7
1.18,6.72,1,5,6
0.36,4.54,1,3,6
0.75,5.83,1,2,5
4.5,10.16,5,7,8
0.51,5.08,1,1,3
1.5,6.98,5,5,6
1.53,7.38,2,3,6
0.53,5.17,1,2,6
1.56,7.41,1,6,4
0.72,5.68,1,3,2
0.8,6.0,2,1,6
1.03,6.49,3,1,7
1.23,6.88,2,6,7
1.04,6.48,2,4,2
1.14,6.77,2,4,2
0.28,4.22,3,2,4
0.52,5.17,5,3,1
0.58,5.35,2,3,3
0.4,4.72,1,2,4
0.41,4.79,2,3,1
0.91,6.25,3,1,7
1.01,6.5,6,5,5
0.71,5.75,2,2,5
0.55,5.29,2,2,7
0.31,4.34,2,5,2
0.5,5.06,6,4,3
2.01,7.96,3,6,7
1.5,7.41,3,2,6
0.71,5.79,6,3,1
2.02,8.08,1,5,7
0.71,5.6,3,4,5
0.3,4.3,6,6,6
0.6,5.46,2,4,3
1.05,6.55,2,1,3
0.52,5.11,3,2,4
1.2,6.73,2,5,5
1.05,6.57,3,5,6
1.51,7.35,2,7,4
1.02,6.43,1,4,5
0.73,5.82,2,5,1
0.4,4.67,2,2,2
0.32,4.48,2,4,4
1.35,7.0,1,3,7
1.5,7.29,1,4,4
1.06,6.65,1,1,5
1.18,6.75,2,2,3
1.07,6.56,2,4,3
0.52,5.17,2,2,5
0.34,4.6,1,3,5
0.33,4.55,2,4,4
0.36,4.63,1,1,5
0.9,6.13,6,5,2
0.54,5.31,3,4,7
1.53,7.29,3,2,6
0.4,4.71,2,2,5
0.62,5.45,3,2,7
0.7,5.86,1,4,4
1.0,6.35,6,3,5
0.42,4.85,2,6,4
0.3,4.28,6,5,4
0.28,4.25,2,4,4
0.55,5.22,2,3,7
0.71,5.74,3,3,3
0.23,3.91,1,2,4
1.31,6.87,6,6,4
0.72,5.77,2,3,2
1.5,7.23,3,6,4
0.34,4.49,2,3,3
0.35,4.57,2,1,3
0.56,5.27,2,2,6
2.31,8.47,1,5,7
0.82,5.99,1,1,7
1.02,6.45,2,5,8
0.78,5.93,1,1,6
0.44,4.92,2,3,7
1.27,6.95,2,7,7
0.41,4.89,2,2,4
0.8,5.85,1,3,5
1.03,6.54,2,3,3
0.54,5.25,2,1,3
0.52,5.2,2,1,5
0.8,6.0,2,3,6
1.51,7.15,6,1,6
1.54,7.37,3,7,5
0.41,4.85,1,4,2
0.31,4.38,2,4,1
0.38,4.68,2,5,4
0.53,5.17,2,1,5
2.03,8.18,3,4,6
1.06,6.59,2,6,7
1.55,7.34,1,5,4
0.32,4.41,1,4,5
1.23,7.07,3,3,3
1.2,6.76,3,6,6
0.47,5.11,3,3,5
0.7,5.7,3,5,4
0.3,4.3,2,2,5
1.07,6.5,1,3,5
1.24,7.02,3,6,6
0.89,5.95,6,2,7
1.0,6.32,1,4,2
0.39,4.64,1,3,2
2.03,8.05,2,3,7
1.66,7.58,1,7,3
1.05,6.67,2,2,6
0.38,4.59,6,2,2
1.01,6.32,6,3,6
0.52,5.14,2,3,5
1.07,6.62,2,3,6
0.31,4.32,3,3,5
0.91,6.14,1,5,4
0.3,4.33,2,3,1
0.33,4.47,2,7,4
0.3,4.33,2,4,4
1.85,7.75,3,5,8
0.25,4.06,2,6,5
0.51,5.04,6,1,7
0.73,5.77,2,1,6
0.31,4.38,2,6,5
1.04,6.49,1,3,5
1.01,6.38,1,4,3
0.9,6.05,1,1,6
0.78,5.9,2,2,6
0.5,5.12,3,2,6
0.43,4.94,6,4,7
0.5,5.07,1,1,6
1.2,6.79,3,4,7
1.52,7.34,1,5,7
0.54,5.24,2,4,5
0.31,4.43,2,2,4
0.75,5.73,1,5,7
0.42,4.82,2,4,3
1.32,6.99,1,3,4
0.3,4.24,2,6,3
0.53,5.18,2,2,3
0.51,5.06,3,2,5
0.35,4.49,2,3,5
0.5,5.11,2,2,3
0.5,4.96,5,4,3
0.41,4.73,2,1,4
2.01,8.05,2,5,6
0.28,4.25,1,3,5
0.51,5.25,1,4,7
0.55,5.23,2,2,6
0.46,4.98,3,1,6
1.03,6.51,2,7,7
1.16,6.73,2,4,7
0.43,4.84,2,3,2
0.37,4.7,3,5,5
0.56,5.26,1,4,4
0.41,4.77,2,3,4
0.7,5.51,5,2,8
0.3,4.3,1,5,4
0.9,6.3,1,3,5
0.71,5.89,3,1,4
0.63,5.52,2,7,6
0.43,4.9,3,3,5
1.52,7.31,2,3,5
0.32,4.41,2,4,5
0.78,5.95,3,1,4
0.31,4.36,2,1,5
1.7,7.54,1,2,5
0.58,5.47,2,2,5
1.7,7.54,1,4,5
1.11,6.82,3,5,7
1.38,7.12,2,3,5
0.33,4.49,2,6,2
1.5,7.26,1,6,5
0.81,5.97,2,2,7
0.89,6.01,6,3,6
0.81,5.84,6,6,5
0.3,4.35,2,2,5
0.52,5.28,3,5,6
1.07,6.52,1,5,4
0.79,6.06,1,7,6
1.11,6.69,2,2,5
0.54,5.29,2,2,6
0.3,4.27,6,2,2
0.74,5.82,2,5,5
1.01,6.49,2,1,5
0.26,4.12,1,4,4
0.95,6.03,5,4,6
0.5,5.11,3,2,5
1.0,6.36,2,4,4
0.93,6.22,2,4,1
0.38,4.68,2,4,7
0.34,4.54,2,2,6
0.44,4.8,3,2,7
1.08,6.54,3,5,7
0.33,4.48,2,4,1
1.01,6.38,3,3,7
1.22,7.0,3,2,5
0.7,5.64,6,4,5
1.54,7.44,1,4,6
0.38,4.7,3,4,5
0.32,4.43,2,1,5
1.5,7.5,6,2,6
1.21,6.98,1,3,4
1.01,6.4,1,3,4
0.34,4.54,2,2,4
1.62,7.56,1,3,5
0.32,4.39,2,1,3
0.7,5.9,3,7,5
1.22,6.86,3,4,4
0.71,5.71,3,5,6
1.13,6.69,2,5,6
0.76,5.95,1,2,5
0.56,5.3,2,1,3
1.0,6.31,3,2,7
1.01,6.58,6,4,7
0.52,5.2,1,1,5
0.7,5.65,3,2,6
0.7,5.51,3,2,6
1.51,7.47,1,2,6
1.2,6.87,2,2,2
0.32,4.36,6,3,5
1.39,7.16,1,3,6
1.16,6.74,1,5,6
0.74,5.81,1,4,4
1.74,7.68,2,4,5
1.2,6.73,3,6,4
1.5,7.41,3,2,5
1.2,6.75,6,5,7
0.35,4.54,2,5,4
0.91,6.31,3,1,7
1.06,6.64,2,3,1
0.55,5.3,2,4,2
0.97,6.3,3,5,6
1.32,7.02,3,3,3
1.04,6.49,2,3,1
0.3,4.32,1,2,5
1.0,6.35,3,1,5
0.34,4.47,1,6,2
0.55,5.36,1,4,5
0.36,4.6,2,2,5
0.52,5.09,3,4,5
0.91,6.15,1,4,6
0.32,4.42,6,6,4
0.4,4.76,3,2,6
2.0,7.73,5,6,6
0.53,5.3,2,4,3
0.5,5.14,2,5,4
0.35,4.53,2,1,5
0.44,4.93,2,4,4
1.53,7.33,1,3,7
0.55,5.35,3,7,6
2.02,8.35,6,4,7
0.41,4.75,3,3,4
0.32,4.38,2,5,4
1.96,7.6,5,6,8
0.32,4.43,2,4,5
0.32,4.42,6,1,5
1.06,6.57,1,5,5
2.19,8.23,1,2,7
0.51,5.17,2,2,2
0.5,5.15,2,5,4
1.52,7.33,2,6,7
1.2,6.71,3,4,4
0.41,4.82,3,6,2
1.2,6.94,1,7,7
1.35,7.0,1,6,6
1.22,6.75,3,3,6
2.01,7.99,2,7,6
1.01,6.42,1,1,6
0.41,4.77,2,2,6
0.7,5.76,6,1,7
0.7,5.55,5,2,4
0.7,5.63,6,6,6
0.9,6.23,1,2,7
0.34,4.59,1,6,4
1.29,6.96,2,7,5
1.52,7.34,3,4,6
1.1,6.67,3,4,4
1.05,6.58,1,2,7
1.24,6.8,1,3,5
1.35,7.18,1,6,6
0.5,5.07,2,1,5
0.63,5.53,1,2,1
0.23,3.98,3,2,2
0.33,4.51,2,3,2
0.43,4.8,3,1,7
0.73,5.8,2,6,6
0.23,3.89,6,2,5
0.24,3.99,3,1,4
2.0,8.17,1,6,7
1.53,7.51,1,4,5
0.34,4.46,2,4,1
0.31,4.35,1,5,5
1.51,7.33,1,6,3
0.72,5.79,2,6,5
0.73,5.82,2,1,7
0.71,5.77,2,1,5
0.57,5.32,3,2,6
2.17,8.26,1,7,7
0.7,5.71,6,2,7
0.33,4.49,1,5,4
1.02,6.54,3,1,7
0.23,4.04,3,2,2
0.55,5.31,2,3,5
0.36,4.54,1,3,6
0.7,5.76,3,4,3
0.52,5.2,2,2,5
1.04,6.45,2,4,2
1.31,7.07,2,4,3
1.58,7.6,3,3,5
0.41,4.76,2,4,4
0.83,6.09,2,4,6
0.47,5.15,6,2,4
0.77,5.87,3,1,4
1.01,6.46,3,3,5
0.74,5.92,1,5,5
0.37,4.56,1,2,5
0.33,4.51,2,6,7
0.5,5.16,2,5,6
2.1,8.17,1,7,7
0.52,5.15,1,3,6
2.28,8.46,1,6,6
0.34,4.48,2,1,2
1.04,6.49,2,1,1
0.3,4.27,2,5,2
0.43,4.78,3,1,6
0.7,5.71,1,5,7
0.3,4.29,2,2,5
0.57,5.31,3,4,5
1.16,6.77,3,4,6
0.3,4.27,1,1,5
0.91,6.21,3,2,5
0.31,4.37,2,1,6
0.3,4.28,3,2,5
0.68,5.74,3,3,6
1.04,6.54,2,3,5
0.34,4.52,3,6,2
1.0,6.38,3,6,5
1.03,6.55,2,4,5
0.55,5.3,2,3,2
0.57,5.31,2,2,6
0.4,4.76,2,6,5
0.43,4.82,2,4,4
0.72,5.8,2,1,4
0.82,6.05,2,5,3
1.0,6.38,1,2,5
1.58,7.58,2,3,5
0.56,5.33,2,4,4
0.28,4.25,2,3,1
0.31,4.34,1,3,6
0.78,5.9,1,2,4
1.23,6.9,2,4,4
1.2,6.79,1,1,7
0.51,5.16,2,4,2
0.7,5.72,2,2,6
0.41,4.78,2,5,3
1.5,7.38,2,7,6
0.3,4.29,2,6,5
0.3,4.4,3,6,4
2.06,8.19,2,6,5
0.9,6.0,5,1,7
1.02,6.53,1,7,5
2.02,7.98,1,7,5
0.51,5.09,6,5,6
1.55,7.47,2,5,1
0.63,5.5,3,5,2
0.32,4.33,2,2,6
0.3,4.28,2,5,3
0.32,4.43,1,3,2
0.71,5.76,2,5,6
0.74,5.82,2,3,4
0.53,5.17,3,3,7
1.54,7.5,6,6,7
1.2,6.87,2,7,7
1.0,6.43,3,3,6
0.71,5.74,3,1,3
0.57,5.4,2,2,4
1.05,6.45,1,5,6
1.02,6.31,5,2,6
1.0,6.52,5,2,6
1.25,6.96,2,4,3
0.7,5.71,3,3,4
0.34,4.51,2,1,4
0.41,4.82,2,2,2
1.7,7.63,3,4,4
1.09,6.63,2,4,4
0.31,4.35,2,2,3
0.31,4.35,1,1,6
1.1,6.55,6,4,6
1.13,6.64,1,6,6
0.42,4.79,1,4,4
1.26,7.02,3,6,4
0.5,5.17,1,3,5
0.29,4.35,2,4,5
0.3,4.27,3,5,5
0.71,5.7,1,2,7
0.59,5.37,2,2,6
0.7,5.66,3,5,6
1.57,7.68,1,3,6
0.33,4.54,6,3,5
0.73,5.76,6,2,5
0.3,4.23,3,4,4
1.61,7.6,1,1,6
0.82,6.09,3,2,5
0.71,5.66,1,2,5
0.73,5.83,5,3,7
1.35,7.03,1,6,7
0.46,5.11,6,1,1
1.03,6.48,2,3,3
1.55,7.44,1,4,6
0.55,5.31,2,5,3
0.27,4.17,2,5,5
2.0,8.06,1,7,8
0.3,4.31,2,4,6
0.42,4.76,3,5,6
0.54,5.32,2,3,5
1.01,6.46,2,4,6
1.19,6.7,1,6,7
0.61,5.49,2,6,7
1.01,6.43,2,3,7
0.4,4.79,2,4,1
0.23,3.94,2,4,1
0.31,4.35,2,1,6
0.46,4.97,2,2,2
1.2,6.82,3,2,6
0.32,4.4,2,2,5
1.2,6.85,1,4,5
0.93,6.22,1,3,6
1.05,6.59,2,2,3
1.23,6.9,1,3,4
0.31,4.39,2,3,2
1.02,6.43,2,7,3
1.7,7.55,1,7,5
0.71,5.71,2,6,5
1.03,6.42,2,2,6
0.57,5.35,2,2,5
1.5,7.15,6,4,5
0.25,4.08,2,3,2
1.32,6.94,3,6,4
1.0,6.22,1,2,5
0.53,5.24,2,2,4
0.51,4.97,6,2,6
1.13,6.73,2,4,4
0.57,5.38,2,4,4
0.35,4.53,2,2,6
0.9,6.14,1,1,7
0.9,6.16,3,3,7
0.7,5.61,1,7,6
0.28,4.21,3,4,3
1.02,6.48,1,4,5
1.66,7.63,2,2,7
0.27,4.16,3,2,2
1.01,6.5,1,4,4
0.41,4.78,2,2,6
0.9,6.13,6,3,6
1.01,6.5,2,6,6
1.35,7.1,3,7,4
0.27,4.22,2,6,1
0.55,5.31,1,2,7
2.34,8.51,3,5,8
0.9,6.13,6,1,7
0.6,5.39,1,4,6
0.37,4.67,2,1,5
2.02,7.82,5,6,7
0.5,5.14,1,1,7
0.43,4.91,2,3,5
1.0,6.48,3,1,6
1.51,7.31,3,6,1
1.01,6.38,3,5,6
1.57,7.36,2,6,7
0.55,5.21,2,2,6
1.21,6.85,1,4,3
1.0,6.19,6,3,6
1.01,6.54,2,6,6
0.38,4.87,6,6,1
1.62,7.46,1,5,6
1.53,7.47,3,7,6
0.7,5.67,2,2,5
0.53,5.24,2,4,1
0.25,4.09,2,3,1
0.3,4.31,3,4,2
0.61,5.48,3,1,5
1.01,6.49,1,2,7
0.32,4.43,2,3,2
1.05,6.4,6,5,5
0.52,5.16,1,1,6
2.11,8.17,1,7,6
1.0,6.45,2,5,7
0.7,5.76,3,4,6
1.21,6.82,2,4,4
0.81,6.03,2,1,6
1.2,6.69,1,3,5
0.37,4.63,3,3,5
0.52,5.14,2,6,4
1.02,6.49,2,4,8
0.35,4.53,2,6,3
1.05,6.55,2,4,4
0.9,6.18,2,5,4
0.33,4.5,2,4,1
2.02,7.98,3,3,6
1.63,7.57,2,5,5
0.26,4.13,3,4,2
1.22,6.86,1,5,6
1.5,7.26,3,6,5
1.22,6.77,1,5,6
1.24,6.93,1,5,6
0.51,5.07,3,4,3
0.4,4.74,3,2,4
0.34,4.49,2,6,4
0.32,4.4,2,6,5
1.51,7.33,1,2,6
0.9,6.04,6,1,6
1.72,7.67,3,4,7
1.7,7.68,2,5,6
1.13,6.63,2,2,7
1.5,7.42,3,4,4
0.8,6.02,2,4,5
0.32,4.34,1,6,6
0.85,6.12,2,4,4
0.23,3.93,3,2,3
0.32,4.35,6,2,6
0.7,5.58,3,5,6
1.2,6.85,2,5,4
0.9,6.1,6,7,7
0.71,5.76,3,2,6
1.11,6.72,1,1,7
0.96,6.41,2,3,8
1.11,6.49,1,3,5
0.36,4.61,2,1,6
0.3,4.32,2,6,6
0.71,5.6,3,4,7
0.78,5.95,3,2,7
0.81,5.74,5,5,7
0.35,4.56,2,1,6
1.0,6.41,2,3,3
0.51,4.89,5,1,7
0.41,4.78,1,2,5
0.78,5.78,5,3,7
0.32,4.46,2,5,6
0.61,5.43,2,1,2
0.7,5.58,6,6,4
1.0,6.33,5,3,5
0.6,5.47,2,4,5
0.71,5.76,3,1,6
0.93,6.26,1,4,5
0.32,4.4,2,3,2
0.6,5.5,6,4,5
1.21,6.74,2,3,5
1.0,6.38,2,6,6
0.35,4.51,2,1,5
1.13,6.66,2,5,6
1.04,6.57,3,3,7
1.01,6.54,2,7,5
1.51,7.3,3,6,6
0.31,4.28,6,5,6
0.42,4.8,2,5,4
1.08,6.39,5,2,7
1.11,6.65,2,5,7
2.0,8.2,1,1,7
0.76,5.82,2,2,2
1.23,6.82,3,7,5
0.3,4.28,6,1,6
0.52,5.17,3,2,5
0.4,4.72,1,2,4
1.01,6.58,1,4,6
1.5,7.29,1,3,6
0.51,5.18,1,2,5
0.26,4.16,3,3,4
1.01,6.44,1,7,7
0.35,4.55,2,1,7
1.2,6.79,2,3,5
1.21,6.88,2,2,2
0.7,5.78,2,2,7
0.32,4.48,2,4,2
0.34,4.5,2,2,2
0.5,4.91,5,2,6
0.39,4.73,2,3,2
0.54,5.28,3,1,5
1.2,6.88,2,4,6
0.33,4.45,2,2,2
0.37,4.64,2,4,5
0.8,6.0,2,3,7
0.51,5.24,1,4,2
1.51,7.32,3,5,4
0.36,4.61,2,4,1
0.45,4.81,1,3,4
0.4,4.74,2,2,7
1.52,7.42,3,5,5
1.12,6.67,1,4,1
0.91,6.29,1,2,8
0.5,5.2,6,1,6
1.09,6.61,2,3,6
0.6,5.45,3,4,4
0.27,4.15,2,5,6
1.13,6.66,1,5,6
1.19,6.73,3,5,6
0.34,4.48,2,4,5
1.02,6.44,3,1,5
1.52,7.13,5,5,5
1.0,6.4,3,2,6
1.06,6.54,2,1,4
0.5,5.11,1,2,5
0.41,4.79,1,4,6
0.44,4.85,6,5,6
0.32,4.47,2,4,1
0.92,6.29,2,5,4
0.9,5.95,5,3,6
0.67,5.54,6,3,3
1.51,7.34,1,4,4
0.55,5.38,3,2,3
0.8,6.08,2,5,5
1.01,6.39,3,5,6
0.34,4.44,1,3,7
0.52,5.19,2,5,3
1.01,6.62,3,5,7
0.71,5.77,2,2,5
0.3,4.27,1,1,1
0.7,5.75,2,2,5
0.82,5.99,6,2,7
0.37,4.68,2,5,5
0.56,5.33,1,3,6
0.35,4.6,2,2,2
1.01,6.48,5,4,7
0.27,4.18,2,4,2
0.9,6.17,3,7,7
0.3,4.33,1,6,2
0.9,6.12,6,4,5
0.4,4.77,2,5,2
0.3,4.34,2,2,5
1.07,6.67,3,1,1
0.51,5.08,1,6,5
0.7,5.75,1,3,6
0.9,6.06,3,5,6
0.33,4.45,6,3,6
0.72,5.86,2,2,6
1.21,6.77,1,6,6
1.1,6.8,2,3,5
1.5,7.36,1,6,7
1.09,6.8,3,3,7
0.9,6.11,3,4,6
1.01,6.37,3,5,6
0.38,4.67,1,4,4
0.76,5.94,1,2,6
0.5,5.11,3,2,5
0.59,5.49,2,2,6
0.31,4.38,2,5,5
0.33,4.56,3,1,3
0.31,4.4,2,2,5
0.28,4.26,3,3,5
2.0,8.17,3,5,6
0.39,4.71,3,7,4
1.01,6.18,1,5,7
1.01,6.41,1,5,7
0.4,4.7,1,1,3
0.4,4.88,6,4,2
1.0,6.42,2,3,7
1.17,6.71,3,6,6
0.83,6.23,3,1,1
1.21,6.91,1,2,4
1.34,7.05,2,4,5
0.71,5.8,6,3,6
1.0,6.57,6,2,6
0.42,4.75,3,5,2
0.5,5.08,6,1,4
1.24,6.93,1,5,5
1.26,6.99,2,4,6
0.32,4.43,3,5,6
0.45,4.91,2,2,3
0.4,4.75,2,1,5
0.85,5.82,5,7,8
0.31,4.31,2,1,3
0.55,5.32,1,4,4
1.24,6.92,2,4,4
0.9,6.23,3,6,5
0.5,5.14,1,2,4
0.33,4.39,6,5,7
0.83,5.95,6,4,7
0.35,4.53,1,2,6
2.01,8.15,1,7,6
1.5,7.37,2,1,5
0.7,5.66,6,2,5
1.21,6.89,2,5,6
1.09,6.68,2,3,1
0.31,4.33,3,4,3
0.32,4.4,2,2,1
1.04,6.56,2,3,6
0.7,5.72,6,3,6
1.5,7.23,3,2,7
0.41,4.71,2,5,1
0.29,4.26,2,4,4
0.41,4.72,2,2,5
0.9,6.12,3,2,3
1.18,6.88,2,3,3
0.33,4.48,2,4,2
1.25,6.92,2,6,5
0.32,4.36,1,4,2
1.02,6.54,3,2,4
2.01,8.08,2,6,7
0.3,4.29,1,2,3
0.31,4.35,2,4,1
0.39,4.66,1,1,3
0.25,4.0,3,1,3
0.96,6.15,5,2,7
0.54,5.34,3,5,7
0.51,5.26,2,6,7
0.97,6.29,1,6,5
0.6,5.56,3,2,4
1.21,6.79,3,5,6
0.3,4.27,6,4,3
0.35,4.55,3,4,4
0.7,5.77,3,5,7
0.33,4.43,2,3,3
0.34,4.52,2,3,5
1.53,7.49,1,4,2
1.64,7.35,5,4,8
0.9,6.14,3,5,5
0.72,5.79,1,1,5
0.71,5.7,1,3,4
1.33,7.1,1,2,4
0.41,4.72,6,3,6
0.3,4.31,2,3,5
0.34,4.51,2,2,2
1.23,6.97,1,1,7
1.21,6.84,2,5,4
0.51,5.07,3,2,5
1.7,7.56,3,5,5
0.77,5.94,2,1,6
0.32,4.45,2,2,5
0.38,4.63,1,3,2
0.3,4.32,2,1,5
1.18,6.74,1,5,6
0.71,5.64,1,2,6
1.13,6.66,2,5,5
1.02,6.34,1,1,6
1.66,7.56,1,6,7
0.72,5.81,3,6,3
1.57,7.49,2,4,5
1.71,7.63,2,7,4
0.43,4.87,2,1,4
1.01,6.3,3,4,6
0.7,5.75,2,3,6
0.56,5.33,2,5,3
1.05,6.65,2,6,5
1.01,6.22,5,3,6
1.25,6.88,2,5,6
0.41,4.73,1,1,7
0.42,4.86,2,2,4
0.72,5.83,3,4,4
0.75,5.78,1,4,3
0.68,5.71,6,3,4
1.58,7.47,2,3,6
0.42,4.96,6,4,3
1.03,6.3,6,1,7
0.9,6.24,1,5,7
1.27,6.92,1,7,5
0.9,6.21,2,3,5
0.5,4.97,3,7,6
0.79,5.89,1,1,7
0.58,5.24,5,2,6
0.31,4.33,2,5,4
0.3,4.31,2,3,6
2.2,8.27,1,5,7
0.38,4.66,2,2,4
1.33,7.21,2,4,4
1.24,6.84,2,6,7
0.32,4.41,2,2,3
2.01,8.1,1,7,7
0.57,5.32,2,2,6
0.9,6.04,6,4,4
0.73,5.85,1,1,5
1.22,6.88,2,5,7
1.65,7.61,2,4,1
1.11,6.71,3,3,4
0.57,5.33,2,3,6
0.34,4.5,2,6,6
1.01,6.25,5,1,6
0.3,4.3,2,4,5
1.0,6.38,3,3,7
0.56,5.29,2,2,4
0.7,5.71,2,3,2
1.26,6.89,2,4,5
0.44,4.99,2,1,2
0.32,4.35,2,4,4
0.36,4.61,2,4,6
0.32,4.46,1,2,1
0.43,4.87,2,6,5
0.3,4.34,2,4,1
1.51,7.25,2,4,6
0.32,4.41,2,4,5
0.9,6.16,3,5,6
1.02,6.51,2,3,8
1.53,7.34,3,5,5
0.36,4.61,2,2,5
0.5,5.19,6,3,6
2.0,8.06,6,7,7
0.3,4.33,3,1,4
0.33,4.48,3,4,4
0.9,6.13,3,4,5
0.41,4.78,1,2,7
1.1,6.61,3,5,6
1.18,6.82,1,6,6
0.34,4.48,2,6,6
0.9,6.27,6,1,7
0.3,4.36,2,3,2
1.2,6.86,3,2,5
0.5,5.05,3,1,6
0.7,5.66,6,6,6
1.51,7.39,1,4,6
1.5,7.18,6,5,5
0.5,5.07,2,2,5
0.55,5.3,3,4,2
0.91,6.35,6,2,8
0.64,5.56,2,6,1
0.3,4.35,2,2,3
1.13,6.65,2,5,6
0.36,4.63,2,2,4
0.36,4.62,2,3,6
1.41,7.15,1,3,7
1.09,6.65,2,3,7
0.4,4.74,2,2,2
0.4,4.7,2,1,6
1.0,6.36,3,1,5
0.4,4.77,2,2,6
0.33,4.46,2,4,1
1.72,7.59,6,1,7
0.32,4.4,2,2,3
1.01,6.37,3,3,5
0.32,4.38,2,4,7
0.71,5.79,2,3,7
0.71,5.69,3,6,2
1.54,7.39,2,4,7
0.51,5.11,2,2,5
1.01,6.55,1,4,7
1.71,7.53,6,6,6
1.01,6.34,2,5,6
0.53,5.2,1,3,3
1.52,7.25,6,2,4
0.3,4.31,1,2,5
1.61,7.62,2,6,5
0.33,4.45,2,2,5
1.66,7.79,3,4,7
1.5,7.31,2,6,5
0.55,5.22,1,4,6
0.53,5.19,2,4,6
1.01,6.66,3,1,6
2.01,8.05,1,5,6
1.2,6.89,2,4,3
0.4,4.74,6,2,6
0.35,4.46,2,1,6
0.51,5.14,2,4,4
1.52,7.4,2,4,5
1.14,6.62,1,7,6
1.01,6.51,1,1,7
0.32,4.35,6,1,6
0.36,4.55,2,5,1
1.15,6.68,1,4,6
1.01,6.21,5,4,7
1.5,7.33,2,3,5
1.5,7.3,1,3,7
1.06,6.59,2,4,6
0.32,4.4,2,1,7
1.31,6.94,3,6,7
0.43,4.82,1,1,6
0.3,4.28,3,5,6
1.35,7.05,3,2,6
0.53,5.16,2,2,5
0.42,4.86,2,4,2
0.33,4.46,2,1,6
2.11,8.2,1,7,7
0.3,4.38,2,2,1
0.71,5.77,2,2,2
0.61,5.32,6,3,5
0.34,4.53,3,1,6
1.03,6.17,5,5,7
1.0,6.42,1,2,7
0.34,4.47,2,3,5
0.52,5.22,2,5,5
1.91,7.7,5,5,7
0.72,5.85,1,1,6
1.25,6.93,2,5,7
0.73,5.8,3,5,6
0.52,5.34,3,2,6
0.41,4.8,2,2,4
1.64,7.49,1,4,5
1.05,6.59,1,4,1
1.25,6.9,2,2,1
0.75,5.76,1,4,7
1.21,6.84,3,7,5
0.51,5.23,1,2,5
0.35,4.52,3,2,6
0.4,4.7,6,1,4
1.2,6.77,2,6,6
1.29,6.94,1,6,7
0.41,4.73,2,5,4
0.32,4.34,2,3,5
0.93,6.18,3,2,7
1.57,7.4,3,5,5
0.72,5.79,3,2,7
0.3,4.29,2,3,5
0.9,6.09,6,3,5
1.21,6.82,2,3,7
1.51,7.1,5,2,6
0.7,5.64,2,3,4
0.39,4.57,3,4,7
0.34,4.44,2,4,3
0.43,4.9,3,4,6
0.73,5.8,6,2,4
0.31,4.42,2,1,3
1.53,7.45,3,6,7
0.36,4.51,2,1,6
1.04,6.23,5,4,7
0.34,4.45,6,4,6
1.26,6.9,2,7,7
1.2,6.83,1,1,5
0.52,5.17,3,1,7
0.46,5.05,6,3,4
1.15,6.75,2,2,3
0.34,4.63,3,4,1
1.13,6.71,2,5,8
0.39,4.69,2,3,4
0.4,4.7,6,1,7
1.02,6.26,6,6,6
0.45,4.97,3,4,2
1.11,6.66,6,2,6
0.41,4.8,3,1,6
0.5,5.15,2,4,7
1.1,6.67,3,2,5
2.41,8.64,1,6,7
0.77,5.98,1,2,5
1.03,6.39,1,2,6
2.02,7.97,3,4,7
0.93,6.37,1,3,6
1.02,6.44,3,6,5
0.36,4.51,1,4,5
0.51,5.16,1,5,5
1.0,6.4,1,5,5
0.72,5.68,3,5,7
0.5,5.09,6,2,6
0.51,5.16,2,3,1
0.7,5.64,2,3,6
0.32,4.51,1,4,1
1.22,6.74,1,5,4
1.51,7.26,1,3,5
1.51,7.28,1,3,6
0.7,5.45,5,2,6
0.54,5.26,2,4,4
0.31,4.39,1,4,1
1.04,6.57,2,4,5
1.51,7.22,6,5,5
0.7,5.75,2,6,5
1.21,6.78,2,5,5
0.7,5.86,6,3,4
0.36,4.62,2,2,3
1.31,7.12,1,4,5
